"annual_ppt","elevation","occ","ph20","slope","temp_annual_range","treecover","wetness_index","X","Y","k"
1349.63269042969,1681,14,60,4,18.5865535736084,11,104,34.8734866188344,0.702701719213564,215
1251.43481445312,1661,16,59,5,18.6263675689697,15,102,34.9109866187744,0.702701719213564,217
1121.61975097656,1638,21,61,4,18.6429004669189,14,101,34.9255699520844,0.702701719213564,234
1214.68603515625,1638,15,57,7,18.295316696167,9,99,34.7214032857445,0.700618385883564,158
1520.59143066406,1536,18,59,2,18.0545406341553,16,115,34.6380699525446,0.698535052553564,117
1299.83312988281,1585,15,59,3,18.4792976379395,17,107,34.8276532855745,0.698535052553564,163
1311.693359375,1827,26,60,3,18.6145801544189,7,101,34.9734866186744,0.698535052553564,402
1424.10998535156,1861,18,60,2,18.6035137176514,10,112,35.0089032852844,0.698535052553564,457
1384.12194824219,1867,23,60,2,18.6088905334473,14,114,35.0172366186044,0.698535052553564,453
1189.20837402344,1393,9,59,3,17.6586971282959,9,101,34.4839032861246,0.694368385893564,198
1203.0947265625,1490,13,59,6,17.7048053741455,9,100,34.5130699527446,0.694368385893564,170
1237.32849121094,1501,15,57,2,18.1703796386719,16,111,34.6901532857945,0.694368385893564,120
1174.4716796875,1627,18,61,4,18.6035499572754,22,102,34.8984866187944,0.694368385893564,194
1422.28625488281,1856,17,60,1,18.6035594940186,7,110,34.9964032853044,0.694368385893564,445
1174.45861816406,1577,13,58,4,18.4897384643555,19,107,34.8359866188945,0.692285052563564,188
1250.0498046875,1883,18,58,2,18.620189666748,6,115,35.0630699518644,0.692285052563564,383
1493.86975097656,1541,19,57,2,17.8372135162354,17,105,34.5693199526546,0.690201719233564,144
1524.81921386719,1668,20,57,4,18.3562660217285,15,117,34.7464032857045,0.690201719233564,165
1199.98046875,1589,15,60,4,18.4805946350098,31,106,34.8297366189045,0.690201719233564,187
1616.00695800781,1537,18,59,2,17.9300975799561,17,110,34.6026532859346,0.688118385903564,136
1597.68579101562,1635,16,58,3,18.3699588775635,14,109,34.7568199523545,0.688118385903564,162
1192.64807128906,1636,19,61,4,18.571849822998,14,102,34.8839032854844,0.688118385903564,206
1337.8828125,1858,18,60,2,18.6055126190186,9,108,35.0026532852944,0.688118385903564,447
1575.88806152344,1543,19,58,3,18.0233554840088,17,113,34.6359866192146,0.686035052573564,121
1157.01403808594,1339,12,56,3,17.562593460083,20,110,34.4401532861947,0.683951719243564,180
1699.62451171875,1571,17,56,2,17.9005661010742,17,111,34.5839032859646,0.683951719243564,157
1234.62756347656,1638,14,60,2,18.5200862884521,10,108,34.8505699522045,0.683951719243564,183
1583.81213378906,1560,18,57,2,18.0070781707764,15,112,34.6297366192246,0.681868385913564,123
1563.49389648438,1643,15,58,1,18.4472827911377,20,112,34.8089032856045,0.681868385913564,159
1563.49389648438,1643,15,58,1,18.4472827911377,20,112,34.8109866189345,0.681868385913564,164
1264.90148925781,1852,20,59,3,18.6176605224609,52,110,35.0172366186044,0.681868385913564,369
1251.41088867188,1879,20,58,3,18.6205596923828,14,117,35.0609866185344,0.681868385913564,405
1156.31982421875,1340,10,56,4,17.5603656768799,19,110,34.4505699528447,0.679785052583564,175
1512.23852539062,1528,18,57,4,17.9536724090576,15,112,34.6130699525846,0.679785052583564,126
